##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_048820285.1	PRJNA224116	SAMN47003815	na	na	449468	1126	Microcystis aeruginosa NIES-298	strain=NIES-298	na	latest	Complete Genome	Major	Full	2025-03-24	Microcystis aeruginosa NIES-298	University of Tennessee	GCA_048820285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/820/285/GCF_048820285.1_Microcystis_aeruginosa_NIES-298	na	na	na	haploid	bacteria	4952830	4952830	42.500000	1	1	1	NCBI RefSeq	GCF_048820285.1-RS_2025_03_24	2025-03-24	4737	4396	52	na
GCF_049200465.1	PRJNA224116	SAMN33824160	na	na	3035696	3035696	Leptothermofonsia sp. ETS-13	strain=ETS-13	na	latest	Complete Genome	Major	Full	2025-04-04	ASM4920046v1	University of Padova	GCA_049200465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/200/465/GCF_049200465.1_ASM4920046v1	na	na	na	haploid	bacteria	5554238	5554238	50.000000	1	1	1	NCBI RefSeq	GCF_049200465.1-RS_2025_04_02	2025-04-02	5070	4867	54	40130236
GCF_049315035.1	PRJNA224116	SAMN47619560	na	na	1296340	1296340	Anabaena sp. PCC 7938	strain=ATCC 29414	na	latest	Complete Genome	Major	Full	2025-04-08	SDState_Acyl_atcc29414_2.0	South Dakota State University	GCA_049315035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/315/035/GCF_049315035.1_SDState_Acyl_atcc29414_2.0	na	na	na	haploid	bacteria	7043253	7043253	39.000000	8	8	8	NCBI RefSeq	GCF_049315035.1-RS_2025_04_07	2025-04-07	6263	5928	83	na
GCF_050235535.1	PRJNA224116	SAMN48211183	na	na	3418997	3418997	Aliinostoc sp. HNIBRCY26	strain=HNIBRCY26	na	latest	Complete Genome	Major	Full	2025-05-14	ASM5023553v1	Honam National Institute of Biological Resources	GCA_050235535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/235/535/GCF_050235535.1_ASM5023553v1	na	na	na	haploid	bacteria	7128814	7128814	41.000000	1	1	1	NCBI RefSeq	GCF_050235535.1-RS_2025_05_08	2025-05-08	6024	5851	88	na
GCF_050408035.1	PRJNA224116	SAMN48355820	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803	na	latest	Complete Genome	Major	Full	2025-05-19	ASM5040803v1	HBNU	GCA_050408035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/408/035/GCF_050408035.1_ASM5040803v1	na	na	na	haploid	bacteria	3947019	3947019	47.500000	5	5	5	NCBI RefSeq	GCF_050408035.1-RS_2025_05_18	2025-05-18	3743	3624	51	na
GCF_050422935.1	PRJNA224116	SAMN43083530	na	na	3242107	32046	Synechococcus elongatus M14.2	strain=M14.2	na	latest	Complete Genome	Major	Full	2025-05-21	ASM5042293v1	Purdue University	GCA_050422935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/422/935/GCF_050422935.1_ASM5042293v1	na	na	na	haploid	bacteria	2717027	2717027	55.000000	1	1	1	NCBI RefSeq	GCF_050422935.1-RS_2025_05_20	2025-05-20	2713	2650	53	40305870
GCF_050500235.1	PRJNA224116	SAMN48448945	na	reference genome	3422496	629747	Microcystis protocystis FBCC-A270	strain=FBCC-A270	na	latest	Complete Genome	Major	Full	2025-05-22	ASM5050023v1	The Catholic University of Korea	GCA_050500235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/500/235/GCF_050500235.1_ASM5050023v1	na	na	na	haploid	bacteria	4917921	4917921	42.500000	1	1	1	NCBI RefSeq	GCF_050500235.1-RS_2025_05_21	2025-05-21	4795	4419	52	na
GCF_050500245.1	PRJNA224116	SAMN48448944	na	reference genome	3422495	75561	Microcystis ichthyoblabe FBCC-A1114	strain=FBCC-A1114	na	latest	Complete Genome	Major	Full	2025-05-22	ASM5050024v1	The Catholic University of Korea	GCA_050500245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/500/245/GCF_050500245.1_ASM5050024v1	na	na	na	haploid	bacteria	4916250	4916250	42.500000	1	1	1	NCBI RefSeq	GCF_050500245.1-RS_2025_05_21	2025-05-21	4775	4405	52	na
GCF_050500255.1	PRJNA224116	SAMN48448946	na	na	3079052	1126	Microcystis aeruginosa FBCC-A68	strain=FBCC-A68	na	latest	Complete Genome	Major	Full	2025-05-22	ASM5050025v1	The Catholic University of Korea	GCA_050500255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/500/255/GCF_050500255.1_ASM5050025v1	na	na	na	haploid	bacteria	5864213	5864213	42.500000	1	1	1	NCBI RefSeq	GCF_050500255.1-RS_2025_05_21	2025-05-21	5845	5263	52	na
GCF_050563455.1	PRJNA224116	SAMN48537095	na	na	165597	263511	Crocosphaera watsonii WH 8501	strain=WH 8501	na	latest	Complete Genome	Major	Full	2025-05-26	ASM5056345v1	Institute of Microbiology, Czech Academy of Sciences	GCA_050563455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/563/455/GCF_050563455.1_ASM5056345v1	na	assembly from type material	na	haploid	bacteria	6283531	6283531	37.000000	4	4	4	NCBI RefSeq	GCF_050563455.1-RS_2025_05_26	2025-05-26	6198	5424	52	na
GCF_050711215.1	PRJNA224116	SAMN37643193	na	na	3079052	1126	Microcystis aeruginosa FBCC-A68	strain=FBCC-A68	na	latest	Complete Genome	Major	Full	2025-06-04	ASM5071121v1	Korea Institute of Geoscience and Mineral Resources	GCA_050711215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/711/215/GCF_050711215.1_ASM5071121v1	na	na	na	haploid	bacteria	5868208	5868208	42.500000	1	1	1	NCBI RefSeq	GCF_050711215.1-RS_2025_06_04	2025-06-04	5795	5244	52	na
GCF_050920705.1	PRJNA224116	SAMN38785312	na	na	3108224	3108224	Cyanobium sp. BSA11S	na	BSA11S	latest	Complete Genome	Major	Full	2025-06-17	ASM5092070v1	University of Warwick	GCA_050920705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/920/705/GCF_050920705.1_ASM5092070v1	na	na	na	haploid	bacteria	3073547	3073547	65.500000	1	1	1	NCBI RefSeq	GCF_050920705.1-RS_2025_06_16	2025-06-16	3360	3092	54	na
GCF_051131155.1	PRJNA224116	SAMN41659893	na	reference genome	3158965	890415	Pseudanabaena minima str. Chao 2107	strain=Chao 2107	na	latest	Complete Genome	Major	Full	2025-06-29	ASM5113115v1	University of Science and Technology of China	GCA_051131155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/131/155/GCF_051131155.1_ASM5113115v1	na	na	na	haploid	bacteria	5355912	5355912	42.000000	1	1	1	NCBI RefSeq	GCF_051131155.1-RS_2025_06_28	2025-06-28	4823	4659	62	na
GCF_051201415.1	PRJNA224116	SAMN48997622	na	na	3438228	77022	Cylindrospermopsis raciborskii G7	strain=G7	na	latest	Complete Genome	Major	Full	2025-07-04	ASM5120141v1	Shenzhen Academy of Environmental Sciences	GCA_051201415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/201/415/GCF_051201415.1_ASM5120141v1	na	na	na	haploid	bacteria	4016649	4016649	40.500000	1	1	1	NCBI RefSeq	GCF_051201415.1-RS_2025_07_03	2025-07-03	3579	3431	55	na
GCF_900088535.1	PRJNA224116	SAMEA4005231	na	na	1851505	1851505	Cyanobium sp. NIES-981	strain=NIES-981	na	latest	Complete Genome	Major	Full	2016-06-02	ASM90008853v1	National Institute for Environmental Studies	GCA_900088535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/088/535/GCF_900088535.1_ASM90008853v1	na	na	na	haploid	bacteria	3021545	3021545	68.500000	1	1	1	NCBI RefSeq	GCF_900088535.1-RS_2024_08_13	2024-08-13	3083	2983	58	na
GCF_904830765.1	PRJNA224116	SAMEA7326067	na	na	1160	1160	Planktothrix agardhii	strain=NIVA-CYA126/8	na	latest	Complete Genome	Major	Full	2022-06-30	PA_NIVACYA	Justus Liebig Universitat	GCA_904830765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/765/GCF_904830765.1_PA_NIVACYA	na	na	na	haploid	bacteria	5099909	5099909	39.500000	4	4	4	NCBI RefSeq	GCF_904830765.1-RS_2025_07_21	2025-07-21	4585	4441	58	na
GCF_904830775.1	PRJNA224116	SAMEA7326076	na	na	1160	1160	Planktothrix agardhii	strain=No.2A	na	latest	Complete Genome	Major	Full	2022-06-30	P. agardhii_No.2A	Justus Liebig Universitat	GCA_904830775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/775/GCF_904830775.1_P._agardhii_No.2A	na	na	na	haploid	bacteria	4794075	4794075	39.500000	3	3	3	NCBI RefSeq	GCF_904830775.1-RS_2025_07_18	2025-07-18	4364	4209	57	na
GCF_904830845.1	PRJNA224116	SAMEA7326071	na	na	1160	1160	Planktothrix agardhii	strain=No.365	na	latest	Complete Genome	Major	Full	2022-06-30	PA_No.365	Justus Liebig Universitat	GCA_904830845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/845/GCF_904830845.1_PA_No.365	na	na	na	haploid	bacteria	4974996	4974996	39.500000	5	5	5	NCBI RefSeq	GCF_904830845.1-RS_2025_07_18	2025-07-18	4544	4402	57	na
GCF_904830855.1	PRJNA224116	SAMEA7326068	na	na	1160	1160	Planktothrix agardhii	strain=No.66	na	latest	Complete Genome	Major	Full	2022-06-30	PA_No.66	Justus Liebig Universitat	GCA_904830855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/855/GCF_904830855.1_PA_No.66	na	na	na	haploid	bacteria	4947677	4947677	39.500000	4	4	4	NCBI RefSeq	GCF_904830855.1-RS_2025_07_18	2025-07-18	4525	4390	57	na
GCF_904830915.1	PRJNA224116	SAMEA7326073	na	na	1160	1160	Planktothrix agardhii	strain=PCC7805	na	latest	Complete Genome	Major	Full	2022-06-30	P. agardhii_PCC7805	Justus Liebig Universitat	GCA_904830915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/915/GCF_904830915.1_P._agardhii_PCC7805	na	na	na	haploid	bacteria	4903948	4903948	39.500000	2	2	2	NCBI RefSeq	GCF_904830915.1-RS_2025_07_18	2025-07-18	4505	4356	57	na
GCF_904830925.1	PRJNA224116	SAMEA7326077	na	na	132604	132604	Planktothrix pseudagardhii	strain=No.713	na	latest	Complete Genome	Major	Full	2022-06-30	P. pseudagardhii_No.713	Justus Liebig Universitat	GCA_904830925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/925/GCF_904830925.1_P._pseudagardhii_No.713	na	na	na	haploid	bacteria	6654737	6654737	39.500000	2	2	2	NCBI RefSeq	GCF_904830925.1-RS_2025_08_03	2025-08-03	5784	5578	72	na
GCF_904830935.1	PRJNA224116	SAMEA7326078	na	reference genome	1160	1160	Planktothrix agardhii	strain=No.976	na	latest	Complete Genome	Major	Full	2022-06-30	P. agardhii_No.976	Justus Liebig Universitat	GCA_904830935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/935/GCF_904830935.1_P._agardhii_No.976	na	na	na	haploid	bacteria	4904228	4904228	39.500000	6	6	6	NCBI RefSeq	GCF_904830935.1-RS_2025_05_21	2025-05-21	4508	4382	57	na
GCF_947331815.1	PRJNA224116	SAMEA111323721	na	na	2976343	2976343	Cyanobacterium sp. uoEpiScrs1	na	25016	latest	Complete Genome	Major	Full	2022-11-29	uoEpiScrs1.Cyanobacterium_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_947331815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/331/815/GCF_947331815.1_uoEpiScrs1.Cyanobacterium_sp_1.1	na	na	na	haploid	bacteria	2483960	2483960	33.500000	1	1	1	NCBI RefSeq	GCF_947331815.1-RS_2025_02_26	2025-02-26	1730	1662	49	na
GCF_963665995.1	PRJNA224116	SAMEA114098567	na	na	3040204	3040204	Pleurocapsa sp. FMAR1	na	44838	latest	Complete Genome	Major	Full	2023-11-17	glFlaMari1.Pleurocapsa_sp_1.1	WELLCOME SANGER INSTITUTE	GCA_963665995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/665/995/GCF_963665995.1_glFlaMari1.Pleurocapsa_sp_1.1	na	na	na	haploid	bacteria	5429540	5429540	39.000000	1	1	1	NCBI RefSeq	GCF_963665995.1-RS_2025_01_30	2025-01-30	5290	5008	49	na
GCF_963920465.1	PRJNA224116	SAMEA115019962	na	na	2789857	2789857	Synechococcus sp. CBW1107	na	KAC_114	latest	Complete Genome	Major	Full	2023-12-22	KAC_114	Sodertorn University College	GCA_963920465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/920/465/GCF_963920465.1_KAC_114	na	na	na	haploid	bacteria	2816659	2816659	63.000000	1	1	1	NCBI RefSeq	GCF_963920465.1-RS_2025_02_19	2025-02-19	3062	2974	59	na
GCF_963920475.1	PRJNA224116	SAMEA115019958	na	na	2789857	2789857	Synechococcus sp. CBW1107	na	KAC_105	latest	Complete Genome	Major	Full	2023-12-22	KAC_105	Sodertorn University College	GCA_963920475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/920/475/GCF_963920475.1_KAC_105	na	na	na	haploid	bacteria	3210252	3210252	66.000000	1	1	1	NCBI RefSeq	GCF_963920475.1-RS_2025_02_19	2025-02-19	3336	3234	54	na
GCF_963920485.1	PRJNA224116	SAMEA115019959	na	reference genome	2116684	2304190	Cyanobium usitatum str. Tous	strain=Tous	KAC_108	latest	Complete Genome	Major	Full	2023-12-22	KAC_108	Sodertorn University College	GCA_963920485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/920/485/GCF_963920485.1_KAC_108	na	assembly from type material	na	haploid	bacteria	2656680	2656680	62.500000	1	1	1	NCBI RefSeq	GCF_963920485.1-RS_2024_12_09	2024-12-09	2854	2774	53	na
GCF_963920495.1	PRJNA224116	SAMEA115019960	na	na	2789857	2789857	Synechococcus sp. CBW1107	na	KAC_102	latest	Complete Genome	Major	Full	2023-12-22	KAC_102	Sodertorn University College	GCA_963920495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/920/495/GCF_963920495.1_KAC_102	na	na	na	haploid	bacteria	3384084	3384084	65.500000	1	1	1	NCBI RefSeq	GCF_963920495.1-RS_2025_02_19	2025-02-19	3395	3282	61	na
GCF_963920505.1	PRJNA224116	SAMEA115019961	na	na	2789857	2789857	Synechococcus sp. CBW1107	na	KAC_106	latest	Complete Genome	Major	Full	2023-12-22	KAC_106	Sodertorn University College	GCA_963920505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/920/505/GCF_963920505.1_KAC_106	na	na	na	haploid	bacteria	3085273	3085273	66.000000	1	1	1	NCBI RefSeq	GCF_963920505.1-RS_2025_02_19	2025-02-19	3292	3195	54	na
